mainId,categoryId,category,discipline,disciplineId,topic,topicId,grade,gradeId,level,description,description gepeto,control group,time,query,,locale
2207,2651b881-f936-4272-8d32-5f6112b71f23,Body Awareness Gymnastics,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Health,fbf9aa9c-aa2b-4b54-913a-b8caf735247e,9th grade,9th-grade-en-international,170,"Studying gymnastics as part of body awareness, for healthy physical and motor development for practitioners.",,,400,"{
        id: '48340a4d-d99b-4e6b-92c0-2c1fd4419851',
        name: 'Gimnasia de Concienciación Corporal',
        level: 170,
        keywords: [],
        slug: slugify('Estudiar la gimnasia como parte de la conciencia corporal, para el desarrollo físico y motor saludable para los practicantes.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'secundaria3',
        topicId: '311123a9-7355-4f5a-b135-f3d19b6adb4f',
        description: 'Estudiar la gimnasia como parte de la conciencia corporal, para el desarrollo físico y motor saludable para los practicantes.',
        bncc: [],
        averageTime: 400,
      },",,en
2208,b970f997-4a10-44bf-a389-038c7e4fa898,High Performance Sports and the Body,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Sport,fcd97af9-0cbf-4019-b8d3-7769917086a6,12th grade,12th-grade-en-international,280,"Understanding current high-performance sports, knowing the impacts on the human body, as well as the needs for intensive training and muscle building.",,,300,"{
        id: '10777c4f-4b39-4cf8-bcd0-1745687350a4',
        name: 'Deportes de Alto Rendimiento y el Cuerpo',
        level: 280,
        keywords: [],
        slug: slugify('Conocer los deportes actuales de alto rendimiento, conociendo los impactos en el cuerpo humano, así como las necesidades de entrenamiento intensivo y musculación.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'media3',
        topicId: '910a7bda-995a-4e1b-ad3b-4125893f4af6',
        description: 'Conocer los deportes actuales de alto rendimiento, conociendo los impactos en el cuerpo humano, así como las necesidades de entrenamiento intensivo y musculación.',
        bncc: [],
        averageTime: 300,
      },",,en
2216,bece47ec-5fe5-49a6-8a9d-cb33c696be22,Combinatorial Analysis: Multiplicative Principle,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Combinatorial Analysis and Probability,d3ccd17f-d32c-4909-8dfe-97c9ef8bbead,11th grade,11th-grade-en-international,870,Solve problems involving the fundamental counting principle such as the number of ways I can dress using two pants and three blouses.,,,100,"{
        id: '31162c4c-1cf8-44fe-bddb-d93a06fa39fb',
        name: 'Análisis Combinatorio: Principio Multiplicativo',
        level: 870,
        keywords: [],
        slug: slugify('Resolver problemas que involucren el principio fundamental del conteo como el número de formas en que puedo vestirme usando dos pantalones y tres blusas.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media2',
        topicId: '93459e15-af8d-47c7-9a86-e8ad08669050',
        description: 'Resolver problemas que involucren el principio fundamental del conteo como el número de formas en que puedo vestirme usando dos pantalones y tres blusas.',
        bncc: [],
        averageTime: 100,
      },",,en
2221,04e9d96e-8ffd-47df-9aa7-42571c0c41fb,Water Usage,Science,3b9598f3-1dca-4ad1-ae67-c0c569fed158,Matter and Energy,40845c1b-2e6a-41e5-9dae-12103a05edd7,5th grade,5th-grade-en-international,180,"Identify the main uses of water, such as agriculture, cleaning, and industry, and propose uses and suggestions to avoid waste.",,,300,"{
        id: '78224a32-513f-4a76-8637-5c2f7751bb2c',
        name: 'Utilización del Agua',
        level: 180,
        keywords: [],
        slug: slugify('Identificar los principales usos del agua, como la agricultura, el uso en la limpieza y en la industria y proponer usos y sugerencias de usos que eviten desperdicios.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1ce037ab-b6da-4ccd-aa52-29210b2e3625',
        gradeId: 'primaria5',
        topicId: 'c0aaab49-dedb-4405-b8e4-9cb32c183f1c',
        description: 'Identificar los principales usos del agua, como la agricultura, el uso en la limpieza y en la industria y proponer usos y sugerencias de usos que eviten desperdicios.',
        bncc: [],
        averageTime: 300,
      },",,en
2222,51f927d0-f615-4171-895a-8cd484a84889,Roman Numerals,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Arithmetic and Numbers,35d8ae27-151a-4113-a3fe-57ef47c2b27d,6th grade,6th-grade-en-international,10,"Recognize the importance of the decimal system as the system that prevailed in the world. Convert a number from the decimal system into a number with Roman numerals, as well as convert a number written with Roman numerals into a number written in the decimal system. Solve problems that use Roman numerals such as the numbers on a clock or the numbering of houses.",,,200,"{
        id: '6af32628-b654-44c7-8544-311e20be4e83',
        name: 'Números Romanos',
        level: 10,
        keywords: [],
        slug: slugify('Reconocer la importancia del sistema decimal como el sistema que prevaleció en el mundo. Convertir un número del sistema decimal en un número con algarismos romanos, así como convertir un número escrito con algarismos romanos en un número escrito en el sistema decimal. Resolver problemas que usen algarismos romanos como los números en un reloj o la numeración de casas.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'primaria6',
        topicId: '89ee4364-c4c7-46d4-98b2-ca3c370cc998',
        description: 'Reconocer la importancia del sistema decimal como el sistema que prevaleció en el mundo. Convertir un número del sistema decimal en un número con algarismos romanos, así como convertir un número escrito con algarismos romanos en un número escrito en el sistema decimal. Resolver problemas que usen algarismos romanos como los números en un reloj o la numeración de casas.',
        bncc: [],
        averageTime: 200,
      },",,en
2224,11bb55d0-cb67-4a70-8003-15bef2eaa30e,State Building,Sociology,a1f267ce-5f07-4ea9-8032-d33a0d1d99cb,Social Structure,02797a7a-2210-4f30-b4cd-7c90d82d3fa6,12th grade,12th-grade-en-international,90,"Conceive the main ideas and characteristics of modern state building, addressing issues of power and democracy.",,,300,"{
        id: '52dfddec-5ab9-481d-aec6-20418fdc4b0e',
        name: 'Construcción del Estado',
        level: 90,
        keywords: [],
        slug: slugify('Concebir las principales ideas y características de la construcción del Estado moderno, tratando cuestiones de poder y democracia.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '8ed82001-e9f6-49df-afd3-52f30269aa84',
        gradeId: 'media3',
        topicId: 'a9326351-39b1-49ec-94d4-bc005aaa64ad',
        description: 'Concebir las principales ideas y características de la construcción del Estado moderno, tratando cuestiones de poder y democracia.',
        bncc: [],
        averageTime: 300,
      },",,en
2225,11f267b9-6133-4642-86bc-f597bb609d03,Rights and Duties,Sociology,a1f267ce-5f07-4ea9-8032-d33a0d1d99cb,Sociology Theory,3f5b71e1-0c15-4b0e-87ef-702b9df8e065,10th grade,10th-grade-en-international,20,Present the rights and duties of citizens from the construction of the modern and democratic state.,,,200,"{
        id: '6ad5c8fc-33af-4880-b732-063314d32106',
        name: 'Derechos y Deberes',
        level: 20,
        keywords: [],
        slug: slugify('Presentar los derechos y deberes de los ciudadanos a partir de la construcción del Estado moderno y democrático.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '8ed82001-e9f6-49df-afd3-52f30269aa84',
        gradeId: 'media1',
        topicId: 'dfc37a3d-667a-45b8-80c7-a830603eba9a',
        description: 'Presentar los derechos y deberes de los ciudadanos a partir de la construcción del Estado moderno y democrático.',
        bncc: [],
        averageTime: 200,
      },",,en
2229,1b268690-cbe6-4e3f-b9a6-6cc435e6f66f,Chemical Equilibrium,Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,Chemical Equilibrium and Electrochemistry,aa0b2aa6-0dbd-4c5d-82c0-f9592f969609,11th grade,11th-grade-en-international,440,Understand that reactions can reach a chemical equilibrium. Calculate the equilibrium constant or use the equilibrium constant to calculate the concentration of reactants and products at equilibrium.,,,200,"{
        id: '203e440d-8e97-451e-8e03-60d661d5c5fb',
        name: 'Equilibrio Químico',
        level: 440,
        keywords: [],
        slug: slugify('Entender que las reacciones pueden llegar a un equilibrio químico. Calcular la constante o utilizar la constante de equilibrio para calcular la concentración de reactivos y productos en equilibrio.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media2',
        topicId: '02916c0f-95dc-49ec-8461-ce08945ef81b',
        description: 'Entender que las reacciones pueden llegar a un equilibrio químico. Calcular la constante o utilizar la constante de equilibrio para calcular la concentración de reactivos y productos en equilibrio.',
        bncc: [],
        averageTime: 200,
      },",,en
2231,b98b4fa3-218d-4a34-9dc9-0124318cdbab,Exponential Function: Graph,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Algebra,87fe07aa-598b-42d0-9f9b-a8dd73c2f818,10th grade,10th-grade-en-international,720,"Draw the graph of a certain exponential function. Extract information from exponential function graphs, verifying characteristics such as accelerated growth when the base is greater than 1.",,,100,"{
        id: '58c3c043-d152-4c59-aa19-06f1248dbbaa',
        name: 'Función Exponencial: Gráfico',
        level: 720,
        keywords: [],
        slug: slugify('Dibujar el gráfico de determinada función exponencial. Retirar información de gráficos de funciones exponenciales, verificando sus características como su crecimiento acelerado cuando la base es mayor que 1.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media1',
        topicId: '81d1e794-5a74-4c6e-9491-27ddb08fb3fe',
        description: 'Dibujar el gráfico de determinada función exponencial. Retirar información de gráficos de funciones exponenciales, verificando sus características como su crecimiento acelerado cuando la base es mayor que 1.',
        bncc: [],
        averageTime: 100,
      },",,en
2234,a13e017d-374c-40e9-a8fc-0c3b906c61c7,Chemical Kinetics: Rate Law,Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,"Thermochemistry, Kinetics, and Nuclear",20ca339c-39bf-4697-9102-7dd2f0cff9e8,11th grade,11th-grade-en-international,420,"Find the rate law of a given elementary or non-elementary reaction, starting from the reaction coefficients or from the variation of the reaction rate with the concentrations of the components.",,,200,"{
        id: 'fa27eba8-cc6b-4594-877e-b5c3be94d8e3',
        name: 'Cinética Química: Ley de Velocidad',
        level: 420,
        keywords: [],
        slug: slugify('Encontrar la ley de velocidad de determinada reacción elemental o no elemental, partiendo de los coeficientes de la reacción o de la variación de la comparación velocidad de la reacción con las concentraciones de los componentes.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media2',
        topicId: 'db316d5e-2695-41cd-ba9a-d37c073ec32f',
        description: 'Encontrar la ley de velocidad de determinada reacción elemental o no elemental, partiendo de los coeficientes de la reacción o de la variación de la comparación velocidad de la reacción con las concentraciones de los componentes.',
        bncc: [],
        averageTime: 200,
      },",,en
2235,88387319-7f1d-4cce-a173-bb6b2842096b,Chemical Kinetics: Introduction and Average Rate,Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,"Thermochemistry, Kinetics, and Nuclear",20ca339c-39bf-4697-9102-7dd2f0cff9e8,11th grade,11th-grade-en-international,410,"Calculate the average rate of reaction or decomposition or formation of a certain component, remembering that the average rate is calculated by dividing the variation in the number of moles consumed by the time spent.",,,100,"{
        id: '37aaefe6-257d-4f20-8d1a-5545e5819fc0',
        name: 'Cinética Química: Introducción y Velocidad Media',
        level: 410,
        keywords: [],
        slug: slugify('Calcular la velocidad media de reacción o de descomposición o formación de determinado componente, recordando que la velocidad media se calcula dividiendo la variación del número de moles consumido por el tiempo gastado.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media2',
        topicId: 'db316d5e-2695-41cd-ba9a-d37c073ec32f',
        description: 'Calcular la velocidad media de reacción o de descomposición o formación de determinado componente, recordando que la velocidad media se calcula dividiendo la variación del número de moles consumido por el tiempo gastado.',
        bncc: [],
        averageTime: 100,
      },",,en
2236,7fb6ad28-056f-4998-89fd-bada64ee8217,Introduction to Connectors,English,415766c7-7703-4f3c-80fe-d4462faf0bb8,Grammar,21132826-a3f5-4baa-9bc4-37fe0edcb61b,7th grade,7th-grade-en-international,130,Learn about connectors and their function in the English language. Identify connectors in various texts.,,,300,"{
        id: '9cb6516d-ec45-4521-b65f-56cc00a75938',
        name: 'Introducción a los Conectores',
        level: 130,
        keywords: [],
        slug: slugify('Aprender sobre conectores y su función en el idioma inglés. Identificar los conectores en los más variados textos.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'a8f17dc2-331d-4ef5-a64d-93016f44de0b',
        gradeId: 'secundaria1',
        topicId: '3bdd61bf-86fd-45f3-8c83-a479560737d1',
        description: 'Aprender sobre conectores y su función en el idioma inglés. Identificar los conectores en los más variados textos.',
        bncc: [],
        averageTime: 300,
      },",,en
2237,c00968ef-f5c7-46c6-a272-619c58b2e6ae,Organic Functions: Amide Nomenclature,Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,Organic Chemistry: Organic Compounds,648174ef-7526-48a9-b540-189e5184c7dd,12th grade,12th-grade-en-international,620,"Name and recognize the appropriate IUPAC nomenclature for amides, differentiating their nomenclature from that of other organic compounds.",,,100,"{
        id: '3e864249-d404-4117-ac8f-7c3ded5c65c3',
        name: 'Funciones Orgánicas: Nomenclatura de Amida',
        level: 620,
        keywords: [],
        slug: slugify('Nombrar y reconocer la nomenclatura IUPAC adecuada para las amidas, diferenciando su nomenclatura de la de otros compuestos orgánicos.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media3',
        topicId: '3743195f-73f8-44b9-a2cc-3c21b7c19541',
        description: 'Nombrar y reconocer la nomenclatura IUPAC adecuada para las amidas, diferenciando su nomenclatura de la de otros compuestos orgánicos.',
        bncc: [],
        averageTime: 100,
      },",,en
2240,428a7f76-9f0f-4712-8b9e-7b8a9956c09e,Electrochemistry: Electrolysis,Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,Chemical Equilibrium and Electrochemistry,aa0b2aa6-0dbd-4c5d-82c0-f9592f969609,11th grade,11th-grade-en-international,490,"Understand what electrolysis is and its applications. Solve problems involving electrolysis, both molten and aqueous, paying attention to the electrolysis of water.",,,150,"{
        id: 'bdf3c97b-ce54-49a9-bce1-96da6a5dc206',
        name: 'Electroquímica: Electrólisis',
        level: 490,
        keywords: [],
        slug: slugify('Entender qué es la electrólisis y sus aplicaciones. Resolver problemas que involucren electrólisis, ígnea y acuosa, prestando atención a la electrólisis del agua.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media2',
        topicId: '02916c0f-95dc-49ec-8461-ce08945ef81b',
        description: 'Entender qué es la electrólisis y sus aplicaciones. Resolver problemas que involucren electrólisis, ígnea y acuosa, prestando atención a la electrólisis del agua.',
        bncc: [],
        averageTime: 150,
      },",,en
2243,41779a8b-01b3-4220-85a9-51b9a9ef5cb5,Thermodynamics: Thermodynamic Cycle,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Thermology,85d761d5-c488-4e24-8ba0-5c59f4791e15,11th grade,11th-grade-en-international,520,"Understand what a thermodynamic cycle is and solve problems involving thermodynamic cycles with calculations of heat exchanged, internal energy, or work done.",,,100,"{
        id: '5f4e42bd-de2f-4bcb-8afe-02aafd86d2c2',
        name: 'Termodinámica: Ciclo Termodinámico',
        level: 520,
        keywords: [],
        slug: slugify('Entender qué es un ciclo termodinámico y resolver problemas que involucren ciclos termodinámicos con cálculo de calor intercambiado, energía interna o trabajo realizado.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media2',
        topicId: '7ea8a98d-5235-41b1-8367-ae53c51b8e8b',
        description: 'Entender qué es un ciclo termodinámico y resolver problemas que involucren ciclos termodinámicos con cálculo de calor intercambiado, energía interna o trabajo realizado.',
        bncc: [],
        averageTime: 100,
      },",,en
2244,478853f3-e248-4ba7-9cb8-5d0d0ad2f240,Introduction to If Clauses,English,415766c7-7703-4f3c-80fe-d4462faf0bb8,Grammar,21132826-a3f5-4baa-9bc4-37fe0edcb61b,9th grade,9th-grade-en-international,220,Employ the correct use of if clauses and understand their meanings. Identify if clauses in texts.,,,500,"{
        id: '52872bab-fcee-421e-b69e-06110da22f86',
        name: 'Introducción a las If Clauses',
        level: 220,
        keywords: [],
        slug: slugify('Emplear el uso correcto de las cláusulas if y conocer sus significados. Identificar cláusulas if en textos.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'a8f17dc2-331d-4ef5-a64d-93016f44de0b',
        gradeId: 'secundaria3',
        topicId: '3bdd61bf-86fd-45f3-8c83-a479560737d1',
        description: 'Emplear el uso correcto de las cláusulas if y conocer sus significados. Identificar cláusulas if en textos.',
        bncc: [],
        averageTime: 500,
      },",,en
2245,2681b7a2-4fee-47c9-b9e4-8c255ae1a0e0,Thermodynamics: Thermal Transformations,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Thermology,85d761d5-c488-4e24-8ba0-5c59f4791e15,11th grade,11th-grade-en-international,510,"Solve problems involving the use of the first law of thermodynamics and calculate volume, pressure, temperature of gaseous transformations.",,,100,"{
        id: 'f91f2d8b-4eeb-4d44-a6cf-171cc8a2969c',
        name: 'Termodinámica: Transformaciones Térmicas',
        level: 510,
        keywords: [],
        slug: slugify('Resolver problemas que involucren el uso de la primera ley de la termodinámica y calcular volumen, presión, temperatura de transformaciones gaseosas.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media2',
        topicId: '7ea8a98d-5235-41b1-8367-ae53c51b8e8b',
        description: 'Resolver problemas que involucren el uso de la primera ley de la termodinámica y calcular volumen, presión, temperatura de transformaciones gaseosas.',
        bncc: [],
        averageTime: 100,
      },",,en
2252,8f4d669f-1ada-48e8-910e-39ee8bbab0f1,Probability: Independent Events,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Combinatorial Analysis and Probability,d3ccd17f-d32c-4909-8dfe-97c9ef8bbead,9th grade,9th-grade-en-international,420,"Understand what independent events are and calculate their probabilities, such as when rolling a die twice, what is the probability of getting a 1 both times?",,,150,"{
        id: 'e6aa2ef9-a7b3-4771-a834-49dd46418ff9',
        name: 'Probabilidad: Eventos Independientes',
        level: 420,
        keywords: [],
        slug: slugify('Comprender qué son eventos independientes y calcular sus probabilidades como al lanzar un dado 2 veces, ¿cuál es la probabilidad de que salga el 1 dos veces?', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'secundaria3',
        topicId: '93459e15-af8d-47c7-9a86-e8ad08669050',
        description: 'Comprender qué son eventos independientes y calcular sus probabilidades como al lanzar un dado 2 veces, ¿cuál es la probabilidad de que salga el 1 dos veces?',
        bncc: [],
        averageTime: 150,
      },",,en
2254,c8597edc-1a7a-4f9b-900e-acc798cd6ae1,First Degree Equations,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Algebra,87fe07aa-598b-42d0-9f9b-a8dd73c2f818,7th grade,7th-grade-en-international,210,"Solve problems that can be represented by first-degree polynomial equations, reducible to the form ax + b = c, using the properties of equality. Example: a taxi ride that charges a fixed part and a variable part per kilometer.",,,200,"{
        id: '9ed3fa6b-e65a-40f1-aa4e-f59139092cc3',
        name: 'Ecuaciones de Primer Grado',
        level: 210,
        keywords: [],
        slug: slugify('Resolver problemas que puedan ser representados por ecuaciones polinómicas de 1º grado, reducibles a la forma ax + b = c, haciendo uso de las propiedades de la igualdad. Ejemplo: una carrera de taxi que se cobra por una parte fija y una variable por el número de kilómetros.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'secundaria1',
        topicId: '81d1e794-5a74-4c6e-9491-27ddb08fb3fe',
        description: 'Resolver problemas que puedan ser representados por ecuaciones polinómicas de 1º grado, reducibles a la forma ax + b = c, haciendo uso de las propiedades de la igualdad. Ejemplo: una carrera de taxi que se cobra por una parte fija y una variable por el número de kilómetros.',
        bncc: [],
        averageTime: 200,
      },",,en
2256,fc1135f5-504a-4ac5-b17e-587368b5feea,Permutations,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Combinatorial Analysis and Probability,d3ccd17f-d32c-4909-8dfe-97c9ef8bbead,8th grade,8th-grade-en-international,320,"Solve problems involving the multiplicative principle, permutation problems, which may include permutations of letters, numbers, or people in a line, for example.",,,150,"{
        id: '095c6991-6639-436c-a15a-d5e39076c0ef',
        name: 'Permutaciones',
        level: 320,
        keywords: [],
        slug: slugify('Resolver problemas que involucren el principio multiplicativo, problemas de permutación, pudiendo ser problemas de permutación de letras, números o de personas en una fila, por ejemplo.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'secundaria2',
        topicId: '93459e15-af8d-47c7-9a86-e8ad08669050',
        description: 'Resolver problemas que involucren el principio multiplicativo, problemas de permutación, pudiendo ser problemas de permutación de letras, números o de personas en una fila, por ejemplo.',
        bncc: [],
        averageTime: 150,
      },",,en
2260,bd95fba1-d28b-4823-b1c5-026506711f9e,Combinatorial Analysis: Simple Permutation,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Combinatorial Analysis and Probability,d3ccd17f-d32c-4909-8dfe-97c9ef8bbead,11th grade,11th-grade-en-international,890,"Calculate the number of permutations of numbers, letters, or other sets of things. Solve problems involving the calculation of permutations of objects, such as the number of permutations of the letters in the word LOVE.",,,100,"{
        id: 'f9829bfc-8957-4143-84b5-bb64010cb486',
        name: 'Análisis Combinatorio: Permutación Simple',
        level: 890,
        keywords: [],
        slug: slugify('Calcular el número de permutaciones de números, letras u otro conjunto de cosas. Resolver problemas que involucren el cálculo de permutaciones de objetos, como el número de permutaciones de las letras de la palabra AMOR.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media2',
        topicId: '93459e15-af8d-47c7-9a86-e8ad08669050',
        description: 'Calcular el número de permutaciones de números, letras u otro conjunto de cosas. Resolver problemas que involucren el cálculo de permutaciones de objetos, como el número de permutaciones de las letras de la palabra AMOR.',
        bncc: [],
        averageTime: 100,
      },",,en
2261,78c9fbdd-0cd7-421e-9720-1581efe61336,"Concentration Units: % Mass, Volume and Other Units",Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,Solutions and Colligative Properties,f1c77509-94a7-4e1e-9b83-22c49bacad85,11th grade,11th-grade-en-international,350,"Calculate the concentration of a certain chemical species such as parts per million, parts per billion, density, and % by mass.",,,200,"{
        id: '54b178bb-96b7-4c82-b4a4-3e52cf4888b3',
        name: 'Unidades de Concentración: % de Masa, Volumen y Otras Unidades',
        level: 350,
        keywords: [],
        slug: slugify('Calcular la concentración de determinada especie química como por ejemplo parte por millón, parte por billón, densidad y % en masa.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media2',
        topicId: 'da2af2ff-f77f-4fcc-bcd9-bb274554505e',
        description: 'Calcular la concentración de determinada especie química como por ejemplo parte por millón, parte por billón, densidad y % en masa.',
        bncc: [],
        averageTime: 200,
      },",,en
2262,0ba81fd7-0028-4a7b-bf5c-ea432edb321f,Parallel Lines Cut by a Transversal,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,9th grade,9th-grade-en-international,420,"Relate the angles formed by parallel lines cut by a transversal, to verify which are equal and which are complementary, such as alternate interior angles.",,,150,"{
        id: '14e9feb2-523b-487a-ad7e-dac8ff0e3d60',
        name: 'Rectas Paralelas Cortadas por una Transversal',
        level: 420,
        keywords: [],
        slug: slugify('Relacionar los ángulos formados por rectas paralelas cortadas por una transversal, para verificar cuáles son iguales y cuáles son complementarios como por ejemplo los alternos internos.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'secundaria3',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Relacionar los ángulos formados por rectas paralelas cortadas por una transversal, para verificar cuáles son iguales y cuáles son complementarios como por ejemplo los alternos internos.',
        bncc: [],
        averageTime: 150,
      },",,en
2263,51de7f30-c361-46b2-b732-300c943290ba,Electrochemistry: Introduction,Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,Chemical Equilibrium and Electrochemistry,aa0b2aa6-0dbd-4c5d-82c0-f9592f969609,11th grade,11th-grade-en-international,490,"Understand what a battery is and how redox reactions work. Comprehend the movement of electrons and current, verifying that materials can be consumed or deposited. Identify the anode and cathode.",,,100,"{
        id: 'bfc7eccb-e10c-4ca7-892e-19b830e12c21',
        name: 'Electroquímica: Introducción',
        level: 490,
        keywords: [],
        slug: slugify('Entender qué es una pila y cómo funcionan las reacciones de oxirreducción. Comprender cómo es el movimiento de los electrones y la corriente, verificando que los materiales pueden ser consumidos o depositados. Identificar el ánodo y el cátodo.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media2',
        topicId: '02916c0f-95dc-49ec-8461-ce08945ef81b',
        description: 'Entender qué es una pila y cómo funcionan las reacciones de oxirreducción. Comprender cómo es el movimiento de los electrones y la corriente, verificando que los materiales pueden ser consumidos o depositados. Identificar el ánodo y el cátodo.',
        bncc: [],
        averageTime: 100,
      },",,en
2264,0028b2db-88d9-42dc-85ef-a09d5fee62b1,Concentration Units: Molality,Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,Solutions and Colligative Properties,f1c77509-94a7-4e1e-9b83-22c49bacad85,11th grade,11th-grade-en-international,340,"Calculate the molality of a certain species in solution, using that molality is the ratio of the number of moles of solute per kilogram of solvent.",,,200,"{
        id: '76af4071-5517-49b3-ae72-c82fdbc78fee',
        name: 'Unidades de Concentración: Molalidad',
        level: 340,
        keywords: [],
        slug: slugify('Calcular la molalidad de determinada especie en solución, utilizando que la molalidad es la razón del número de moles del soluto por la masa en kilogramos de solvente.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media2',
        topicId: 'da2af2ff-f77f-4fcc-bcd9-bb274554505e',
        description: 'Calcular la molalidad de determinada especie en solución, utilizando que la molalidad es la razón del número de moles del soluto por la masa en kilogramos de solvente.',
        bncc: [],
        averageTime: 200,
      },",,en
